"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 17 00:36:02 UTC 2026","Tue Mar 17 00:36:11 UTC 2026","9135","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"passed","Tue Mar 17 00:34:57 UTC 2026","Tue Mar 17 00:35:03 UTC 2026","6220","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"passed","Tue Mar 17 00:36:16 UTC 2026","Tue Mar 17 00:37:21 UTC 2026","65296","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"passed","Tue Mar 17 00:34:54 UTC 2026","Tue Mar 17 00:34:56 UTC 2026","2733","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Tue Mar 17 00:35:37 UTC 2026","Tue Mar 17 00:35:57 UTC 2026","20644","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"passed","Tue Mar 17 00:35:26 UTC 2026","Tue Mar 17 00:35:32 UTC 2026","6647","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"passed","Tue Mar 17 00:35:10 UTC 2026","Tue Mar 17 00:35:21 UTC 2026","10836","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
