"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 11 00:25:19 UTC 2026","Tue Aug 11 00:25:19 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Tue Aug 11 00:26:19 UTC 2026","Tue Aug 11 00:26:19 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Tue Aug 11 00:23:48 UTC 2026","Tue Aug 11 00:24:18 UTC 2026","30048","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Tue Aug 11 00:26:50 UTC 2026","Tue Aug 11 00:26:50 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Tue Aug 11 00:24:18 UTC 2026","Tue Aug 11 00:24:48 UTC 2026","30003","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Tue Aug 11 00:24:48 UTC 2026","Tue Aug 11 00:24:48 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Tue Aug 11 00:25:49 UTC 2026","Tue Aug 11 00:25:49 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
