"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 28 03:05:14 UTC 2026","Fri Aug 28 03:05:44 UTC 2026","30002","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Fri Aug 28 03:06:14 UTC 2026","Fri Aug 28 03:06:14 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Fri Aug 28 03:07:15 UTC 2026","Fri Aug 28 03:07:15 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Fri Aug 28 03:05:44 UTC 2026","Fri Aug 28 03:05:44 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Fri Aug 28 03:04:43 UTC 2026","Fri Aug 28 03:05:13 UTC 2026","30005","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Fri Aug 28 03:07:45 UTC 2026","Fri Aug 28 03:07:45 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Fri Aug 28 03:06:44 UTC 2026","Fri Aug 28 03:06:44 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
