"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 08 00:40:11 UTC 2026","Tue Sep 08 00:40:11 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Tue Sep 08 00:42:12 UTC 2026","Tue Sep 08 00:42:12 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Tue Sep 08 00:39:41 UTC 2026","Tue Sep 08 00:40:11 UTC 2026","30003","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Tue Sep 08 00:40:41 UTC 2026","Tue Sep 08 00:40:41 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Tue Sep 08 00:41:42 UTC 2026","Tue Sep 08 00:41:42 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Tue Sep 08 00:39:10 UTC 2026","Tue Sep 08 00:39:40 UTC 2026","30006","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Tue Sep 08 00:41:11 UTC 2026","Tue Sep 08 00:41:11 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
