"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 03 00:49:41 UTC 2026","Fri Jul 03 00:49:41 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"broken","Fri Jul 03 00:47:39 UTC 2026","Fri Jul 03 00:48:09 UTC 2026","30003","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Fri Jul 03 00:49:10 UTC 2026","Fri Jul 03 00:49:10 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Fri Jul 03 00:50:11 UTC 2026","Fri Jul 03 00:50:11 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Fri Jul 03 00:50:41 UTC 2026","Fri Jul 03 00:50:41 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Fri Jul 03 00:48:10 UTC 2026","Fri Jul 03 00:48:40 UTC 2026","30002","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Fri Jul 03 00:48:40 UTC 2026","Fri Jul 03 00:48:40 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
