"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 12 00:44:49 UTC 2026","Sun Apr 12 00:45:19 UTC 2026","30002","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Sun Apr 12 00:45:19 UTC 2026","Sun Apr 12 00:45:19 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Sun Apr 12 00:47:20 UTC 2026","Sun Apr 12 00:47:20 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Sun Apr 12 00:46:50 UTC 2026","Sun Apr 12 00:46:50 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Sun Apr 12 00:45:49 UTC 2026","Sun Apr 12 00:45:49 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Sun Apr 12 00:46:19 UTC 2026","Sun Apr 12 00:46:19 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"broken","Sun Apr 12 00:44:18 UTC 2026","Sun Apr 12 00:44:48 UTC 2026","30004","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
