"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Apr 18 00:41:59 UTC 2026","Sat Apr 18 00:41:59 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Sat Apr 18 00:43:30 UTC 2026","Sat Apr 18 00:43:30 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Sat Apr 18 00:40:59 UTC 2026","Sat Apr 18 00:41:29 UTC 2026","30004","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Sat Apr 18 00:43:00 UTC 2026","Sat Apr 18 00:43:00 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"broken","Sat Apr 18 00:42:30 UTC 2026","Sat Apr 18 00:42:30 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Sat Apr 18 00:44:01 UTC 2026","Sat Apr 18 00:44:01 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Sat Apr 18 00:41:29 UTC 2026","Sat Apr 18 00:41:59 UTC 2026","30003","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
