"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 20 01:04:06 UTC 2026","Sat Jun 20 01:04:06 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Sat Jun 20 01:01:35 UTC 2026","Sat Jun 20 01:02:05 UTC 2026","30002","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Sat Jun 20 01:03:05 UTC 2026","Sat Jun 20 01:03:05 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"broken","Sat Jun 20 01:03:36 UTC 2026","Sat Jun 20 01:03:36 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Sat Jun 20 01:02:35 UTC 2026","Sat Jun 20 01:02:35 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Sat Jun 20 01:02:05 UTC 2026","Sat Jun 20 01:02:05 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Sat Jun 20 01:01:04 UTC 2026","Sat Jun 20 01:01:34 UTC 2026","30004","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
