"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 10 00:47:08 UTC 2026","Fri Jul 10 00:47:38 UTC 2026","30004","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Fri Jul 10 00:47:38 UTC 2026","Fri Jul 10 00:48:08 UTC 2026","30002","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"broken","Fri Jul 10 00:49:39 UTC 2026","Fri Jul 10 00:49:39 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"broken","Fri Jul 10 00:49:09 UTC 2026","Fri Jul 10 00:49:09 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"broken","Fri Jul 10 00:50:09 UTC 2026","Fri Jul 10 00:50:09 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"broken","Fri Jul 10 00:48:39 UTC 2026","Fri Jul 10 00:48:39 UTC 2026","0","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"broken","Fri Jul 10 00:48:08 UTC 2026","Fri Jul 10 00:48:08 UTC 2026","0","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
