"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 16 00:38:28 UTC 2026","Mon Feb 16 00:39:33 UTC 2026","65143","tests.ui.tests","test_port_setup","","","","test_change_all_roles_and_toggle",""
"passed","Mon Feb 16 00:37:46 UTC 2026","Mon Feb 16 00:38:08 UTC 2026","21176","tests.ui.tests","test_port_setup","","","","test_update_numeric_fields",""
"passed","Mon Feb 16 00:37:18 UTC 2026","Mon Feb 16 00:37:30 UTC 2026","11399","tests.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Mon Feb 16 00:37:35 UTC 2026","Mon Feb 16 00:37:42 UTC 2026","7067","tests.ui.tests","test_port_setup","","","","test_open_port_setup_page",""
"passed","Mon Feb 16 00:37:03 UTC 2026","Mon Feb 16 00:37:10 UTC 2026","6858","tests.ui.tests","test_login","","","","test_login","User can log in successfully and see expected elements."
"passed","Mon Feb 16 00:38:13 UTC 2026","Mon Feb 16 00:38:23 UTC 2026","9627","tests.ui.tests","test_port_setup","","","","test_cancel_button",""
"passed","Mon Feb 16 00:37:00 UTC 2026","Mon Feb 16 00:37:03 UTC 2026","3184","tests.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
